500
0.500000,25.050000,23.030000
0.500000,2.290000,29.250000
0.500000,9.890000,8.370000
0.500000,25.050000,4.070000
0.500000,20.510000,23.370000
0.500000,4.850000,18.890000
0.500000,3.320000,29.250000
0.500000,21.020000,22.870000
0.500000,23.550000,11.740000
0.500000,11.410000,8.370000
0.500000,23.040000,22.870000
0.500000,6.350000,18.930000
0.500000,22.030000,23.370000
0.500000,7.360000,23.370000
0.500000,14.950000,7.870000
0.500000,13.940000,23.370000
0.500000,4.850000,25.620000
0.500000,4.850000,6.660000
0.500000,28.750000,29.250000
0.500000,4.850000,5.110000
0.500000,4.850000,2.000000
0.500000,1.280000,0.250000
0.500000,16.470000,7.870000
0.500000,11.590000,31.000000
0.500000,27.700000,31.000000
0.500000,15.460000,23.370000
0.500000,6.350000,21.750000
0.500000,1.270000,29.250000
0.500000,17.990000,8.370000
0.500000,12.610000,29.250000
0.500000,7.910000,2.000000
0.500000,2.310000,31.000000
0.500000,4.370000,0.250000
0.500000,17.480000,22.870000
0.500000,23.500000,0.250000
0.500000,25.050000,12.870000
0.500000,20.350000,31.000000
0.500000,10.520000,2.000000
0.500000,19.500000,7.870000
0.500000,25.050000,2.520000
0.500000,23.550000,10.620000
0.500000,4.850000,22.510000
0.500000,10.520000,29.250000
0.500000,27.690000,2.000000
0.500000,20.510000,22.870000
0.500000,12.930000,7.870000
0.500000,6.350000,24.440000
0.500000,7.870000,8.370000
0.500000,8.440000,2.000000
0.500000,6.350000,8.930000
0.500000,8.440000,29.250000
0.500000,7.360000,22.870000
0.500000,13.940000,22.870000
0.500000,24.020000,0.250000
0.500000,25.050000,9.760000
0.500000,13.650000,2.000000
0.500000,15.960000,7.870000
0.500000,6.350000,2.000000
0.500000,13.650000,29.250000
0.500000,20.900000,2.000000
0.500000,6.430000,31.000000
0.500000,15.460000,22.870000
0.500000,23.550000,24.970000
0.500000,23.550000,5.740000
0.500000,11.070000,0.250000
0.500000,25.600000,31.000000
0.500000,23.550000,20.060000
0.500000,22.980000,0.250000
0.500000,11.560000,2.000000
0.500000,11.410000,7.870000
0.500000,23.550000,3.600000
0.500000,25.050000,3.040000
0.500000,0.250000,29.250000
0.500000,1.780000,2.000000
0.500000,23.550000,26.580000
0.500000,14.440000,8.370000
0.500000,6.350000,5.200000
0.500000,17.990000,7.870000
0.500000,1.800000,0.250000
0.500000,23.550000,28.720000
0.500000,23.550000,6.800000
0.500000,23.550000,9.490000
0.500000,16.970000,23.370000
0.500000,25.050000,10.280000
0.500000,13.130000,31.000000
0.500000,21.430000,29.250000
0.500000,13.650000,30.420000
0.500000,12.090000,2.000000
0.500000,28.750000,0.250000
0.500000,12.090000,29.250000
0.500000,6.950000,0.250000
0.500000,4.850000,12.870000
0.500000,0.760000,2.000000
0.500000,27.180000,0.250000
0.500000,9.390000,7.870000
0.500000,6.350000,12.310000
0.500000,8.880000,22.870000
0.500000,10.560000,0.250000
0.500000,19.310000,2.000000
0.500000,10.000000,2.000000
0.500000,25.050000,11.830000
0.500000,5.600000,12.870000
0.500000,10.900000,8.370000
0.500000,18.250000,1.420000
0.500000,7.870000,7.870000
0.500000,0.250000,30.420000
0.500000,23.020000,2.000000
0.500000,23.550000,3.070000
0.500000,19.310000,29.250000
0.500000,16.470000,8.370000
0.500000,23.020000,29.250000
0.500000,10.040000,31.000000
0.500000,21.930000,31.000000
0.500000,23.550000,26.040000
0.500000,14.950000,23.370000
0.500000,28.220000,2.000000
0.500000,6.350000,8.370000
0.500000,7.470000,0.250000
0.500000,23.550000,28.180000
0.500000,23.550000,6.270000
0.500000,4.850000,9.760000
0.500000,5.920000,31.000000
0.500000,19.500000,8.370000
0.500000,16.970000,22.870000
0.500000,24.550000,0.250000
0.500000,25.050000,27.700000
0.500000,21.020000,8.370000
0.500000,10.400000,23.370000
0.500000,21.530000,23.370000
0.500000,25.050000,8.730000
0.500000,23.040000,8.370000
0.500000,12.930000,8.370000
0.500000,26.110000,2.000000
0.500000,6.350000,12.870000
0.500000,12.420000,22.870000
0.500000,23.550000,22.870000
0.500000,6.860000,23.370000
0.500000,14.440000,7.870000
0.500000,13.430000,23.370000
0.500000,18.250000,31.000000
0.500000,15.960000,8.370000
0.500000,25.070000,0.250000
0.500000,25.050000,24.590000
0.500000,9.530000,31.000000
0.500000,25.050000,5.620000
0.500000,0.250000,0.250000
0.500000,17.480000,8.370000
0.500000,6.350000,23.900000
0.500000,21.960000,2.000000
0.500000,6.350000,4.670000
0.500000,23.550000,18.930000
0.500000,12.620000,0.250000
0.500000,24.300000,18.370000
0.500000,6.350000,2.530000
0.500000,22.540000,7.870000
0.500000,4.850000,3.550000
0.500000,10.900000,7.870000
0.500000,9.890000,23.370000
0.500000,20.510000,8.370000
0.500000,21.400000,0.250000
0.500000,19.820000,31.000000
0.500000,23.550000,21.750000
0.500000,10.400000,22.870000
0.500000,6.350000,22.310000
0.500000,21.530000,22.870000
0.500000,20.880000,0.250000
0.500000,25.050000,21.480000
0.500000,4.850000,29.250000
0.500000,7.360000,8.370000
0.500000,6.350000,27.650000
0.500000,11.910000,22.870000
0.500000,13.940000,8.370000
0.500000,7.910000,29.250000
0.500000,6.350000,7.870000
0.500000,6.860000,22.870000
0.500000,6.350000,10.060000
0.500000,25.050000,28.210000
0.500000,25.050000,25.110000
0.500000,13.430000,22.870000
0.500000,25.050000,9.250000
0.500000,25.050000,6.140000
0.500000,17.990000,23.370000
0.500000,19.000000,22.870000
0.500000,4.850000,19.410000
0.500000,9.390000,8.370000
0.500000,21.020000,7.870000
0.500000,23.550000,24.440000
0.500000,27.690000,29.250000
0.500000,18.770000,0.250000
0.500000,20.010000,23.370000
0.500000,1.280000,31.000000
0.500000,4.850000,27.700000
0.500000,23.550000,8.930000
0.500000,23.040000,7.870000
0.500000,25.050000,18.370000
0.500000,4.850000,26.140000
0.500000,9.010000,0.250000
0.500000,4.850000,7.180000
0.500000,20.370000,2.000000
0.500000,25.050000,26.660000
0.500000,22.030000,22.870000
0.500000,25.050000,10.800000
0.500000,25.050000,7.690000
0.500000,20.370000,29.250000
0.500000,5.400000,0.250000
0.500000,25.050000,22.000000
0.500000,4.370000,31.000000
0.500000,23.550000,2.000000
0.500000,23.500000,31.000000
0.500000,9.890000,22.870000
0.500000,4.850000,20.960000
0.500000,7.870000,23.370000
0.500000,6.350000,27.110000
0.500000,6.350000,29.250000
0.500000,25.050000,19.920000
0.500000,6.350000,7.340000
0.500000,20.900000,29.250000
0.500000,17.480000,7.870000
0.500000,19.300000,0.250000
0.500000,4.850000,24.590000
0.500000,4.850000,8.730000
0.500000,4.850000,23.030000
0.500000,18.250000,2.000000
0.500000,6.350000,21.180000
0.500000,4.850000,4.070000
0.500000,25.050000,23.550000
0.500000,6.350000,20.620000
0.500000,11.560000,29.250000
0.500000,25.050000,4.590000
0.500000,8.880000,8.370000
0.500000,28.750000,1.420000
0.500000,12.100000,0.250000
0.500000,24.020000,31.000000
0.500000,23.550000,5.200000
0.500000,26.650000,0.250000
0.500000,20.510000,7.870000
0.500000,20.010000,22.870000
0.500000,25.050000,11.320000
0.500000,1.780000,29.250000
0.500000,22.490000,2.000000
0.500000,7.360000,7.870000
0.500000,13.940000,7.870000
0.500000,4.850000,21.480000
0.500000,22.490000,29.250000
0.500000,19.300000,31.000000
0.500000,28.750000,0.830000
0.500000,11.070000,31.000000
0.500000,26.120000,0.250000
0.500000,22.980000,31.000000
0.500000,18.490000,23.370000
0.500000,2.830000,0.250000
0.500000,6.350000,24.970000
0.500000,25.050000,20.440000
0.500000,4.850000,28.210000
0.500000,23.550000,12.310000
0.500000,6.350000,20.060000
0.500000,4.850000,9.250000
0.500000,6.350000,19.500000
0.500000,0.770000,0.250000
0.500000,4.850000,2.520000
0.500000,8.370000,23.370000
0.500000,22.540000,8.370000
0.500000,0.760000,29.250000
0.500000,25.050000,8.210000
0.500000,6.350000,11.180000
0.500000,10.000000,29.250000
0.500000,1.800000,31.000000
0.500000,4.850000,18.370000
0.500000,12.420000,8.370000
0.500000,23.550000,8.370000
0.500000,28.750000,31.000000
0.500000,25.580000,2.000000
0.500000,9.480000,2.000000
0.500000,4.850000,10.800000
0.500000,8.960000,2.000000
0.500000,9.480000,29.250000
0.500000,18.250000,0.830000
0.500000,7.980000,0.250000
0.500000,6.950000,31.000000
0.500000,28.220000,29.250000
0.500000,8.960000,29.250000
0.500000,16.470000,23.370000
0.500000,28.750000,29.830000
0.500000,27.180000,31.000000
0.500000,10.560000,31.000000
0.500000,25.050000,5.110000
0.500000,4.850000,19.920000
0.500000,18.490000,22.870000
0.500000,3.860000,0.250000
0.500000,6.350000,23.370000
0.500000,23.550000,12.870000
0.500000,13.650000,0.250000
0.500000,4.890000,0.250000
0.500000,6.350000,25.510000
0.500000,19.500000,23.370000
0.500000,25.050000,12.350000
0.500000,0.250000,1.420000
0.500000,8.880000,7.870000
0.500000,8.370000,22.870000
0.500000,7.390000,2.000000
0.500000,26.110000,29.250000
